target_id,LB_NO_0H_5,LB_I_3H_3,LB_NI_3H_4,LB_I_24H_1,LB_NI_48H_1,LB_NO_0H_4,LB_I_3H_2,DM_I_48H_1,LB_NI_9H_1,LB_NI_6H_1,DM_NI_48H_1,LB_NI_3H_5,DM_I_24H_4,LB_I_48H_5,DM_NI_24H_4,DM_NI_48H_2,LB_I_9H_5,LB_I_6H_5,LB_I_24H_3,LB_NI_6H_2,LB_NI_9H_2,LB_I_3H_1,DM_I_48H_2,LB_NI_24H_5,LB_NI_48H_3,DM_I_24H_5,DM_NI_24H_5,LB_I_48H_4,LB_I_9H_4,LB_I_24H_2,LB_I_6H_4,DM_NI_48H_3,LB_NI_6H_3,LB_NI_9H_3,LB_NI_24H_4,LB_NI_48H_2,DM_I_48H_4,LB_NI_6H_4,LB_NI_9H_4,LB_I_9H_3,LB_I_6H_3,LB_I_24H_5,DM_NI_48H_4,DM_NI_24H_2,LB_I_48H_3,DM_I_24H_2,LB_NO_0H_1,LB_NI_48H_5,LB_NI_24H_3,LB_NI_6H_5,LB_NI_9H_5,DM_I_48H_5,LB_NI_3H_1,DM_NI_48H_5,LB_I_9H_2,LB_I_24H_4,LB_I_6H_2,LB_I_48H_2,DM_NI_24H_3,DM_I_24H_3,LB_NI_48H_4,LB_NI_24H_2,LB_I_6H_1,LB_I_9H_1,LB_NI_3H_2,LB_I_3H_5,LB_NO_0H_3,LB_I_48H_1,LB_NI_24H_1,LB_NI_3H_3,LB_I_3H_4,DM_I_24H_1,LB_NO_0H_2,DM_NI_24H_1
NI_24H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_819109,37.0206,44.8018,13.2988,62.3064,60.9126,144.279,4.33794,35.0276,23.1829,19.8119,15.5744,25.67,33.0513,36.6678,38.3983,33.9001,39.8528,31.833,36.5267,16.3783,14.5041,37.6476,22.7112,38.1342,32.442,19.5146,14.8801,21.2412,24.4976,25.7109,23.6722,18.2362,30.2238,24.6232,26.07,29.0496,30.3882,22.6439,70.9312,24.5362,46.9715,24.4672,24.8841,6.72966,35.0236,21.0797,114.854,37.7785,37.4082,36.6793,42.5853,356.09,48.4848,26.6976,10.2066,33.7706,17.8023,27.8914,22.4412,19.078,6.02561,17.6357,19.9635,23.5178,28.8402,25.2777,52.0283,43.1812,14.9537,45.5354,10.295,29.9957,45.0309,18.3169
NI_3H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_894020,3.10466,1.16413,0.0,4.0584,14.2439,11.9723,10.6228,0.0,0.0,0.0,0.0,0.0,2.16902,2.05379,1.01877,0.0,0.0,0.0,1.02054,3.06225,0.0,5.0327,8.07551,0.0,1.01942,0.0,3.53615,2.02674,0.0,189.008,0.0,1.05905,1.08426,0.0,2.38006,7.38269,0.0,0.0,0.0,0.0,4.09661,1.01232,0.0,0.0,24.7386,0.0,306.123,1.03168,0.0,0.0,0.0,2.04781,2.025,3.14989,69.7803,0.0,1.11452,0.0,0.0,0.0,0.0,49.7593,2.11635,0.0,1.18605,3.0957,0.0,11.4458,0.0,0.0,0.0,0.0,51.6996,1.04616
NI_3H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_747899,0.0,0.00978506,0.0,0.0,0.0,91.7923,0.0,0.0,0.0,0.0,8.05896,1.03165,0.0,1.06883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.07055,0.0,2.88405e-05,0.0,0.0,0.00969943,0.0,0.0,0.0,0.0,0.0,0.0,1.04302,0.0,7.8067,0.0,0.0,1.01517,0.0,0.0,0.0,3.03852,0.0,2.48275,0.0,0.0,0.0,0.0,0.0,1.12613,0.0,26.4886,1.0148,0.0,0.0,0.0,0.0,0.0,9.28881e-05,0.0,0.0,14.3343,0.0,0.0,0.0,3.79632e-05,0.0,9.50936,0.0,0.0,0.0,1.46095,0.000143045
NI_24H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_838254,4.0,5.0,2.0,0.0,3.0,14.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,7.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,6.0,7.0,3.0,2.0,0.0,0.0,0.0,3.0,2.0,1.0,4.0,3.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,3.0,2.0,1.0,1.0,0.0,6.0,4.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,4.0,3.0,0.0,2.0,3.0,1.0,3.0,0.0,1.0,1.0,1.0
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1135980,3.15128,0.0,3.11006,0.0,3.09906,9.86249,1.01902,0.0,0.0,0.955021,0.0,0.0,9.5428,0.0,0.0,0.0,1.07314,0.0,0.0,1.09268,0.0,2.08163,1.03654,0.0,7.26877,1.06165,0.0,3.47334,0.0,1.0816,1.71563,0.0,0.0,0.0,0.0,5.3306,3.49724,1.154,0.0,2.06885,1.46878,0.0,2.06507,2.35739,2.16584,1.29656,2.92189,2.13164,0.0,0.0,0.0,0.0,2.3435,0.0,2.12039,9.48271,4.5372,3.31441,1.05242,1.03948,0.0,0.0,0.0,1.04058,0.0,2.09917,2.13889,0.0,0.0,7.49233,2.43349,5.14868,7.11674,4.2876
NI_24H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_1226999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0
NI_24H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_688820,0.0,4.23765,0.0,0.0,1.00254,4.84645,0.0,0.0,0.0,0.0,1.00377,0.0,0.0,0.0,0.0,0.0,0.0,2.00413,1.01096,2.02362,0.0,0.0,0.0,0.0,3.12658,1.00851,0.0,2.01084,0.0,1.0121,4.43657,0.0,0.0,0.0,0.0,0.0,1.01461,0.0,2.02486,0.0,0.0,0.0,1.00419,0.0,1.016,1.01907,45.1516,0.0,0.0,1.00529,0.0,0.0,0.0,1.00815,0.0,0.0,2.19667,1.00688,0.0,0.0,0.0,0.0,0.0,0.0,1.23711,0.0,1.21597,0.0,0.0,1.01588,3.01287,7.96543,0.0,2.02621
NI_3H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_807921,9.88365,1.13771,0.147597,0.0,4.83055,4.19444,0.0,0.0,4.17788,0.0,0.0,0.0,1.53662,0.0,3.14303,3.12047,0.0,0.0,0.0,6.60558,2.05959,0.0,0.0,1.44122,6.12525,1.4683,0.0,2.44498,3.17902,4.12897,0.0,0.000281803,2.72053,0.0,0.0,2.13215,2.48146,2.79779,0.0,0.0,0.0,0.0,1.04784,0.0,5.69007,2.41547,6.76618,4.28614,2.17777,0.0,0.0,5.41491,0.0,2.36709,0.0,0.0,2.83013,0.0,1.14745,1.05163,1.01477,0.0,3.73232,2.61267,4.3147,0.0,0.0,0.0,0.0,0.0,4.40923,1.11885,4.7277,0.0
NI_3H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_771651,31.255,9.54169,1.36051,24.9721,24.1719,6.03008,6.06882,1.67269,1.06181,1.22903,0.0,15.708,0.0,8.62681,2.08303,29.4126,0.0,7.89158,8.26466,0.0,110.827,91.4557,3.14395,0.0,0.0,4.20744,2.38239,0.0,0.0,0.0,1.02533,5.90643,0.0,0.0,6.47659,9.89582,4.25062,2.05166,0.0,2.04577,9.25205,1.58279,2.84266,2.09604,34.7637,0.0,6.67144,5.93047,1.07978,0.00982162,0.0,0.0,28.717,24.7145,1.55899,1.00758,0.0,1.80359,2.30609,1.35385,6.19643,0.0,7.5269,0.0,1.24538,4.01422,9.14532,35.4833,0.0,0.0,2.70252,4.64738,6.56455,0.0
NI_24H_1_CKDL230008524-1A_H5HLYDSX7_L2_2_1224285,77.6087,62.8237,47.6207,121.086,122.922,279.491,11.0413,60.1237,51.6862,26.8316,18.4056,48.2571,66.1717,80.5404,67.1151,55.7238,71.6253,68.8767,80.1781,41.1181,46.1833,63.9825,43.2365,45.3886,71.3784,37.0936,26.2594,39.1412,39.4386,98.2113,55.6209,39.7494,61.0245,33.5526,38.6251,52.4696,90.7853,39.3637,96.4088,54.8379,59.7567,48.126,60.5546,13.6873,75.8034,17.7723,183.237,70.2549,85.6798,69.3039,65.6842,483.198,91.5417,80.8842,43.6678,61.2813,47.0189,58.7411,48.4055,24.868,35.5183,47.6469,59.504,66.1139,52.8445,64.5487,75.6457,91.9234,93.7903,85.4049,19.6403,67.2551,59.4582,36.5155
NI_3H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_759022,0.0,1.99348,0.0,0.0,2.16291,51.1234,0.0,0.0,0.0,2.38643,0.0,0.0,3.65799e-06,4.61532,3.97173,0.0,0.0,0.0,0.0,9.41283,0.000379817,0.0,1.03811,2.31353e-08,11.2173,1.06891,1.1644,0.0,30.1186,0.0,13.8656,2.1387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71663,0.0,0.0,0.0,1.0624,0.0,26.7531,0.0,0.0,0.0,0.0,1.06621,0.0,0.0,0.196871,0.0,1.17017,0.0,0.0,0.0,10.4169,0.0,9.41371,3.83666,2.13824,0.0,0.0,5.86041,4.64834,0.0,0.0,1.12729,3.07144,3.17356
NI_3H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_1067617,79.0957,2.34815,0.0,0.0,0.0,33.4998,1.81426,0.0,0.0,5.75862,0.0,0.0,1.17346,3.36273,0.0,2.16677,0.0,0.0,0.0,9.43698,4.00819e-05,0.0,0.0,1.09423,3.50169,3.70862,0.0,2.84972,0.0,0.0,0.0,1.25338,14.2173,0.0,1.24351,0.0,0.0,0.0,0.0,0.0,2.67181,1.12558,0.0,0.0,1.58216,0.0,26.5796,2.18387,0.0,1.22782,0.0,0.0,0.0,0.0,0.0,0.0,1.25065,0.0,0.0,0.0,0.0,0.0,0.0,4.02274,15.2514,0.0,0.0,8.27304,4.55357,0.0,0.0,1.07712,3.61289,0.0
NI_24H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_556802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000379817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07032,0.0
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1318340,5.5406,0.260756,0.0,2.71729,10.1081,42.3045,0.0,6.94322,2.08346,2.69642,2.95656,21.6151,0.0,0.0,0.00831045,14.2221,1.01813,0.0,2.04109,0.0,0.0,17.9979,9.28484e-08,0.0,40.2864,8.25842,18.4071,0.0,2.08833,3.08166,2.90671e-05,5.46341,2.86663,0.0,0.0,6.0465e-06,15.4476,8.01701,0.000436723,0.0,0.0,0.0,0.0,0.00709227,7.43725,2.05005,7.41102e-07,6.71158,28.7874,17.1728,1.16853,160.234,21.2624,0.261619,43.5431,0.416696,8.24286,4.02771,5.22756,1.02289,3.10819e-06,0.0,2.46605,0.0,0.0,14.9453,7.79955,14.2615,0.0,11.4707,7.25499,22.4641,44.532,0.0273563
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1132071,13.3176,18.4155,6.20893,2.02498,19.3348,131.295,0.0,24.9657,1.0291,11.0271,10.0377,2.02519,6.05472,7.1425,7.05646,1.01531,1.01149,2.00761,0.0,4.05951,0.0,44.406,0.0,1.01014,3.0154,0.0,0.0,2.19405,2.02307,1.00504,1.00909,1.03863,4.02438,0.0,18.1352,24.3841,4.073,13.4972,1.02245,3.1457,1.65714,0.0,0.0,4.04797,4.82884,0.0,41.6635,3.03211,2.05477,4.01059,0.0,0.0,45.3849,5.01928,2.39151,3.01349,0.0,0.0,7.21344,1.0135,0.0,1.00405,21.1814,28.1811,0.0,3.03648,6.29721,20.1224,0.0,2.05147,1.01279,2.01575,67.5398,2.63147e-07
NI_24H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_650588,0.0412269,0.0,0.0,2.05556,0.0,1.53251,0.0,0.0,1.05933,26.3039,1.02718,18.4813,1.66746,1.06401,1.04907,0.0,4.30137,12.4011,0.0,2.06268,5.60573e-08,0.0,0.0,0.0,0.0,2.13781,0.0,0.0,1.07907,0.0,12.7748,0.0,54.8491,0.0,6.88325,0.0,0.0,0.0,0.0,1.04949,0.0,0.0,2.1688,6.10834,0.0,0.0,2.95833,0.0,0.0,0.0,0.0,0.0,47.5758,0.0,1.54051,0.0160732,14.5939,4.46895,0.0,3.92519,0.0,1.05485,3.11809,0.0,0.0,5.41206,1.27123,0.0,0.0,2.63674,0.0,0.0,24.7854,0.0
NI_3H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_904680,31.4758,24.8076,7.89462,17.2271,31.1297,107.658,2.48989,12.9596,10.4071,11.6996,15.106,7.9335,13.0289,12.8763,15.9429,6.48692,18.2896,24.1716,30.8626,11.4988,4.17814,17.555,14.2223,16.386,15.9769,14.1343,15.6506,15.7521,8.74839,23.2541,23.9852,13.7278,17.9105,6.17907,8.10135,12.9423,14.9154,8.47987,16.4349,18.7566,20.4483,5.59656,31.3476,11.0038,4.1063,10.5692,58.1525,16.0312,24.2443,14.2355,27.4605,216.394,39.913,14.3057,21.7436,16.2404,9.00139,10.2524,20.9139,6.57521,6.18782,8.47756,9.98455,8.81749,4.7941,7.00207,35.8166,20.7625,41.3038,19.5009,4.78516,13.5724,25.9191,6.72977
NI_3H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1083089,2.02178,3.00547,0.0,1.00337,0.0,8.35184,0.0,0.0,2.02481,1.00247,1.00377,0.0,0.0,0.0,2.00793,0.0,2.01552,0.0,0.0,0.0,0.0,1.39286,0.0,0.0,0.0,0.0,1.02338,3.01455,4.01691,0.0,0.0,0.0,1.32629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.04216,2.01114,0.0,0.0,0.0,0.0,1.00386,0.0,1.0045,1.08712,0.0,0.0,0.0,0.0,0.0,3.05518,0.0,1.00679,1.00652,0.0,2.00514,0.0,0.0,0.0,3.0102,0.0,0.0
NI_24H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_85037,97.59,71.9471,39.8747,146.62,103.631,306.267,5.41228,48.2726,47.6251,24.157,25.965,31.6749,61.7084,66.0326,75.2312,38.6834,88.3794,81.9656,99.3913,57.7265,31.3379,79.8212,44.8847,58.5216,79.7158,30.9355,22.2486,44.9872,24.6402,53.9015,45.4916,41.4857,51.535,31.2527,42.4589,55.9233,61.2793,43.187,98.1016,74.22,62.5258,54.38,47.7145,13.4057,80.3166,31.8849,190.598,88.6877,106.923,44.0301,37.8702,686.444,88.6111,63.5724,37.1415,61.2313,48.9189,66.8186,35.5636,28.8263,17.3879,43.4221,36.2442,49.9342,41.8421,70.1752,105.117,100.361,79.1378,72.008,22.7261,69.598,76.0184,36.105
NI_24H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_1005704,3.17428,0.0,26.7688,1.53395,0.0,127.677,0.0,0.0,1.21814,0.0,1.19511,0.00981885,1.57358,0.0,0.0,17.9753,0.0,14.3558,0.0,0.0,63.8547,10.1656,5.87924,0.0,7.08291,12.6144,2.6151,0.0,0.0,2.02997,8.09889e-08,0.0,0.0,0.0,0.0,1.96967,2.02012,11.8003,0.0,0.0,7.97508,2.15258,0.0,6.33158,14.5853,0.0,31.0692,0.0,0.0,0.0,0.0,0.0,1.04107,1.31658,1.74607e-08,0.0,2.41251,0.0,1.07337,0.0,10.3348,2.10971,1.11775,152.74,0.0,94.3429,4.3224,0.0,0.727773,3.31129,1.04301,2.45592,20.9752,5.8514
NI_24H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_973885,1.02937,0.0,2.08928,0.0,0.0,5.75428,0.0,1.08772,0.0,5.88309,0.0,0.0,2.10776,1.05753,5.124,0.0,0.0,0.0,0.0,0.0,2.01877,1.292,0.0,1.02425,1.01752,1.13999,0.0,3.06306,1.01789,0.0,4.06869,2.06784,1.16567,0.0,2.02943,2.07158,5.25931,0.0,0.0,0.0,2.02261,2.0924,0.0,0.0,2.06526,0.0,3.07674,1.0289,0.0,0.0,1.12375,0.0,0.0,1.0148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01676,1.14203,0.0,0.0,0.0,0.0,0.0,0.0,1.0214
NI_3H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_806419,8.08277,0.0,0.0,0.0,1.01677,2.95848,0.0,0.0,0.0,0.0,1.00377,5.29297,0.0,1.33968,1.02008,0.0,0.0,0.0,0.0,1.01738,0.0,0.0,0.0,4.76844e-05,0.0,0.0,0.0,1.01087,15.8105,0.0,0.0,26.0819,0.0,3.06074,0.0,0.0,1.05429,0.0,3.07997,1.00466,25.1605,0.0,1.01074,0.0,0.0,0.0,6.11779,0.0,1.06295,0.0,0.0,1.02528,1.2338,1.33978e-06,1.01919,0.0,2.35393,12.4171,2.09702,0.0,1.273,0.0,1.5267,0.0,0.0,55.9969,5.51077,2.06277,0.0,0.0,2.04067,1.01749,3.12647,2.05617
NI_24H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_1036604,82.868,41.7467,24.6234,77.1552,85.1891,212.656,3.24901,25.2232,39.2349,19.9863,20.8002,21.481,42.213,69.1872,61.5644,41.8747,38.9864,46.7308,48.7113,26.8235,16.7334,23.8706,57.6585,36.8317,72.4636,21.6746,18.0425,28.8924,30.0262,71.6825,28.6008,37.382,25.7883,37.5362,20.7282,37.6518,37.9197,27.7776,85.7806,35.6034,40.7025,40.7068,45.7035,12.3834,47.2349,19.5642,148.364,63.9049,82.1678,41.007,69.5022,536.617,69.7054,52.3527,25.8163,39.84,32.0694,47.0376,39.6477,22.674,14.3322,27.5628,42.7092,59.3769,41.8868,64.0468,72.5696,64.5863,40.6928,56.6383,22.75,46.8008,63.7434,22.7174
NI_3H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_224205,4.04745,18.9276,13.732,0.0,0.0,1.36238,0.0,1.11282,0.0,5.26247,0.0068656,0.0,0.0,0.0,0.0,0.0,0.0,1.0847,0.0,0.0,0.0,13.4167,0.0,0.0,0.0,0.0,21.1389,9.09185,0.0,1.24626,0.0,0.0,1.09742,0.0,0.0,2.15677,0.0,42.141,0.0,0.0,0.1478,0.0,0.0,0.0,0.0,3.09711,0.0,0.0,1.5163,0.0,0.0,0.0,60.0108,0.0,0.0,0.0,32.592,0.0,0.0,0.0,0.0,0.0,8.2619e-06,0.00177029,0.0,1.06027,4.53823,0.0,0.0,1.78345,0.0,0.0,9.92748,0.0
NI_3H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_707549,0.0,0.0,1.27778,5.16449,2.0738,2.15601,0.0,0.0,2.1148,0.0,0.0,0.0,1.12857,0.0,1.05579,2.08257,0.0,0.0,1.05496,1.01196,1.00981,1.1996,0.0,0.0,0.0,0.0,1.48535,2.08409,0.0,1.046,0.0,0.0,0.0,2.02945,0.0,2.14455,0.0,0.0,3.19968,0.0,0.0,0.0,0.0,0.0,0.0,2.22486,0.0,1.24981,1.03075,0.0,3.47525e-05,0.0,1.02157,3.44983,0.0,2.01283,0.0,0.0,2.20684,0.0,0.0,0.0,0.0,0.0,0.0,1.13282,4.89195,3.17581,0.0,0.0,0.0,5.08401,10.138,0.0
NI_24H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_525271,0.0,0.0,34.2481,0.0,1.01742,29.4753,0.0,5.51834,2.08346,4.58735,1.00916,3.56053,0.0,1.0269,3.4267,0.0,0.0,0.0,1.16753,8.16601,3.68469,0.0,1.00944,0.0,3.24228,0.0,0.0,3.77817,2.08833,4.10888,0.0,2.11811,1.17572,0.0,0.0,4.21868,0.0,0.0,0.0,2.09747,0.0,0.0,7.28802,0.0,0.0,0.0,35.4297,0.0,0.0,2.72531,0.0,1.02391,3.78881,1.01004,3.29873,1.02116,0.0,0.0,0.0,0.0,0.0,0.0,1.07312,3.38897,1.21379,28.1277,2.2281,8.47913,8.81187,2.08487,0.0,0.0,4.42628,0.0
NI_3H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_770514,15.9668,1.95741,0.00408706,12.3288,8.70402,37.5041,0.0,0.000865618,3.13683,0.0,0.0,0.0,3.77613,0.0,3.78967,11.3862,2.21782,1.02311,0.0,0.0,0.0,3.36394,0.0,0.0,0.0,2.58608,0.0,1.13864,1.74445e-07,3.33581,5.35541,4.13767,3.46723,4.06353,3.28304,4.48365,10.1479,5.90336,0.0,1.1307,0.0,4.06809,2.40144,3.57778,5.08101,4.38804,9.70595,4.61172,5.75653,0.0,1.0323,0.0,3.08118,1.09995,0.0495056,0.0,11.0657,0.00289414,3.6526,6.3349,0.00948876,0.0,4.57208,3.76466,1.61531,1.53971,3.88094,2.74514,1.06768,2.37486,0.0,4.82527,19.6495,4.52553
NI_24H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_635947,30.375,3.66011,9.0958,2.51111,8.30995,87.9857,1.26459,3.7555,0.0,0.0,9.872,1.20406,8.03312,11.4114,1.48413,7.52278,108.255,14.7525,0.0,2.53539,0.0,2.84864,1.41881,1.10928,16.2225,0.0,0.0,0.0,4.47185,147.719,6.21517,4.11093,3.87217,0.0,2.71966,1.38085,1.30304,1.13272,7.01309,0.0,4.05443,90.1972,0.0,6.56052,13.9382,0.0,14.7877,12.8211,1.45328,0.0,0.0,253.596,13.5644,2.12637,2.21663,0.0,67.0268,37.3858,2.77225,0.0,0.0,1.02362,3.26776,3.01631,25.4838,2.07596,8.77427,2.22872,0.0,0.0,9.45533,2.84186,33.721,0.0
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_937140,198.098,148.64,69.4845,285.019,237.567,654.456,22.1515,75.8114,128.877,65.485,49.6667,80.005,120.091,118.736,145.999,120.949,148.892,169.433,125.191,107.731,156.172,163.142,106.576,140.434,196.041,64.9063,56.199,104.68,101.094,207.921,114.839,84.7224,94.0359,97.4787,106.66,118.423,148.549,101.197,263.882,92.4608,149.016,108.544,88.713,46.0184,139.581,62.4298,467.621,159.217,220.917,124.044,107.566,1540.1,182.759,120.263,68.5311,115.249,103.74,169.657,108.523,63.1711,72.2007,108.572,83.9153,133.284,96.4981,174.441,220.382,193.931,148.946,172.487,59.8483,146.561,155.158,54.6841
NI_24H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_755924,21.7028,20.7161,7.88644,14.7914,14.5411,76.9023,0.0,14.2847,11.621,7.34006,11.2897,13.9481,15.9771,0.0,26.4192,16.4871,13.4894,16.1016,8.46946,11.0644,0.0,11.5528,3.46137,6.38575,46.6346,14.1133,13.055,7.94347,11.5505,31.6281,11.9914,0.0,5.10201,2.78138,19.3324,8.16325,6.59684,0.0,71.779,8.37683,24.592,17.0449,7.28425,11.3302,23.5995,0.0,52.1804,27.0834,26.5974,0.0,17.8829,160.541,22.5586,13.4074,16.5474,0.0,14.1442,14.7249,11.914,3.3278,5.57461,23.8319,11.2285,14.9763,6.07174,24.3452,21.6533,17.6386,2.88971,20.9325,4.66489,8.17865,9.08317,0.0
NI_3H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1342240,0.0,0.0,0.0,0.0,0.0,3.30231,7.63883,0.0,0.0,0.0,0.367112,0.0,0.0,0.0,0.0,2.40758,0.00984735,0.0,1.03057,4.4673,0.401687,0.0,0.0,0.0,0.785017,0.0,0.0,0.0,0.0,1.67007,0.0,0.0,6.52466,0.0,0.0,0.0,0.0,1.14841,0.0,0.0,0.27259,0.0,0.0,0.0,0.000758985,0.0,9.76821,0.0,1.21476,0.687737,0.0,0.0,12.2266,0.212503,0.290067,2.59666,0.0,0.0,0.0,0.131174,8.03831,1.28854,2.31787,0.0,0.0,4.23733,1.96985,2.50952,0.0,6.81923,0.00188032,0.582817,0.0,0.0
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1186999,28.1706,32.9672,11.7422,18.6024,38.5496,85.9271,4.70979,12.1842,8.04892,1.9759,16.8491,16.9792,12.5566,15.7935,44.1985,18.7976,38.522,25.7851,26.7807,21.0375,9.01818,21.3622,12.2889,32.9133,25.5072,9.80658,14.0237,18.8827,8.74328,11.9152,13.2788,16.8534,19.9797,9.98052,11.0236,15.6988,21.5807,20.3673,22.4998,26.0399,19.4338,34.9035,11.3563,6.21556,10.7457,9.55131,49.8713,16.5561,60.6808,17.5171,54.5429,188.533,24.7735,31.6231,22.5576,17.6223,17.5425,7.63913,19.1693,21.787,7.34398,29.9278,25.5146,27.4188,20.7162,20.7461,27.4969,12.1248,42.5774,24.0556,6.19217,29.7127,27.5385,7.53181
NI_3H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_275438,0.0,5.33121,0.0,7.18704,1.0273,7.99471,0.0,0.0,1.06436,0.000282942,1.01501,1.22354,4.92786,0.0,0.0,0.0,2.06004,0.0,0.0,0.0,0.0,4.6464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03179,1.02592,0.0,0.0,0.0,1.03768,5.28935,0.0,1.14859,1.00228,0.0,1.02904,0.0,2.07766,0.0,7.30399,0.0,10.3829,2.06748,1.06009,0.0,0.0,1.02824,13.4109,2.02532,0.0,0.0,1.65002,0.0,1.08732,0.0,0.0,0.0,0.0,0.0,1.21094,5.5689,5.66005,3.13433,0.0,0.0,0.0,0.285478,23.4707,0.0
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1003601,112.562,57.5314,22.9403,81.9856,104.552,249.001,4.66347,38.1554,52.473,16.1373,18.5283,26.2836,59.6688,64.2915,57.1086,40.2043,69.9535,75.4964,78.4735,24.9913,27.7009,56.6421,50.7542,39.6122,34.3473,36.6506,20.583,57.3278,41.1726,72.7813,52.6182,31.1609,39.675,35.0524,35.4977,69.2384,48.9683,45.7174,173.667,44.4269,55.0274,57.58,36.2511,19.8475,64.0782,26.3295,160.189,75.1684,70.7797,59.1333,42.892,633.683,72.7891,56.0176,28.0892,65.4378,55.2169,58.0001,46.2154,30.4453,23.6801,47.2149,44.191,46.0587,33.8596,61.6055,82.788,84.229,23.5082,43.1307,24.4448,66.5148,55.6633,35.8172
NI_3H_1_CKDL230008524-1A_H5HLYDSX7_L2_2_1278005,0.0,0.0597594,1.05836,0.0,0.0,2.13178,0.0,0.0,1.03324,0.0,1.00377,0.0,5.25128,0.0,0.0,1.83166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000299069,0.0,3.6774,0.0,0.0,0.0,1.01024,0.0,1.04741,0.0,0.0,0.0,2.12055,0.0,0.0,1.02666,1.00718,0.0,0.0,0.0,0.0,0.0,0.0,1.02258,0.0,1.07928,0.0,0.0,0.0,3.70738,0.0,0.0,0.0,0.0,0.0,1.04851,0.0,0.0,1.01563,0.0,0.0,0.0,0.0,1.10618,0.0,0.0,0.0,0.0,0.0,0.0,0.0
